Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Travelling,4G,1,Poor Voice Quality,27.3947816,80.1311692,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.63175607,77.23467389,NCT
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
Idea,Indoor,4G,2,Poor Voice Quality,30.3066862,78.0150792,Uttarakhand
Airtel,Outdoor,4G,1,Poor Voice Quality,28.66921473,77.28466252,NCT
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Idea,Outdoor,2G,1,Call Dropped,23.24348287,77.39886132,Madhya Pradesh
Idea,Outdoor,4G,1,Call Dropped,23.23299437,77.41037351,Madhya Pradesh
Idea,Outdoor,4G,1,Call Dropped,23.237424,77.4354207,Madhya Pradesh
Vodafone,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,23.01829,72.4712271,Gujarat
RJio,Outdoor,4G,1,Poor Voice Quality,28.63319117,77.18966141,NCT
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,28.63319117,77.18966141,NCT
Vodafone,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,22.29413323,82.02171158,Chhattisgarh
Vodafone,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,3G,3,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,2,Poor Voice Quality,17.47826405,78.42006153,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Idea,Indoor,4G,5,Satisfactory,15.74431373,80.17148285,Andhra Pradesh
Idea,Indoor,4G,5,Satisfactory,15.74431373,80.17148285,Andhra Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,28.95494009,77.75990806,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,28.6860017,77.3621105,Uttar Pradesh
Idea,Indoor,4G,2,Call Dropped,30.3396761,78.0603131,Uttarakhand
RJio,Indoor,4G,5,Satisfactory,21.22493072,72.82077329,Gujarat
Airtel,Indoor,4G,5,Satisfactory,26.88543533,80.99815226,Uttar Pradesh
Idea,Indoor,3G,4,Satisfactory,30.3396741,78.0603068,Uttarakhand
Vodafone,Indoor,Unknown,1,Poor Voice Quality,17.35036215,78.40898481,Telangana
Airtel,Indoor,4G,1,Poor Voice Quality,30.302279,78.0610806,Uttarakhand
Airtel,Outdoor,4G,1,Call Dropped,30.33015508,78.02662901,Uttarakhand
Airtel,Indoor,4G,5,Satisfactory,28.6408455,77.2290163,NCT
Idea,Indoor,Unknown,1,Poor Voice Quality,18.65027919,73.83488874,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,30.33015508,78.02662901,Uttarakhand
BSNL,Outdoor,2G,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,1,Call Dropped,31.3246216,75.3503978,Punjab
Airtel,Indoor,4G,3,Poor Voice Quality,23.01829,72.4712271,Gujarat
RJio,Travelling,4G,2,Poor Voice Quality,25.6245815,85.10826,Bihar
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,5,Satisfactory,21.1460462,79.06400864,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,21.1459654,79.0640384,Maharashtra
BSNL,Indoor,3G,1,Poor Voice Quality,21.1460137,79.0640276,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,16.69081716,74.2052925,Maharashtra
Idea,Indoor,4G,1,Call Dropped,30.3066862,78.0150792,Uttarakhand
RJio,Travelling,4G,1,Poor Voice Quality,30.3066862,78.0150792,Uttarakhand
BSNL,Indoor,2G,4,Satisfactory,-1,-1,NA
Vodafone,Travelling,4G,1,Poor Voice Quality,19.2511226,72.85893029,Maharashtra
Vodafone,Outdoor,4G,1,Poor Voice Quality,19.2511226,72.85893029,Maharashtra
Airtel,Outdoor,4G,1,Poor Voice Quality,29.62261868,79.43567364,Uttarakhand
Airtel,Indoor,4G,4,Satisfactory,17.66782712,75.89830924,Maharashtra
Airtel,Travelling,4G,1,Poor Voice Quality,30.6646525,76.7088805,Punjab
Airtel,Travelling,4G,1,Poor Voice Quality,30.6646525,76.7088805,Punjab
Airtel,Indoor,4G,2,Poor Voice Quality,30.69240196,76.83373156,Chandigarh
RJio,Indoor,4G,4,Satisfactory,19.057012,72.8328475,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.057012,72.8328475,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0570143,72.8328138,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570746,72.8328749,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570253,72.8328541,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.0570814,72.8328799,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0570803,72.8328807,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0570807,72.8328822,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570288,72.8327995,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.057014,72.8328139,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570802,72.8328857,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570276,72.8328228,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570276,72.8328228,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570056,72.8328663,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0570056,72.8328663,Maharashtra
RJio,Indoor,4G,2,Call Dropped,19.0570056,72.8328663,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570799,72.8328948,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0570787,72.832876,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570857,72.8328896,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570811,72.8328828,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0569981,72.8328828,Maharashtra
RJio,Travelling,4G,4,Satisfactory,19.07769215,72.83113039,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.07769215,72.83113039,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.0570104,72.8328303,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0569947,72.8328559,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.0569947,72.8328559,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570241,72.8328028,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570829,72.8328867,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0569993,72.8328836,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0569993,72.8328836,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.0570265,72.8327716,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0569964,72.8328837,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570813,72.8328835,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570798,72.8328823,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0569981,72.8328843,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.056996,72.8328841,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.056996,72.8328841,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570119,72.8328307,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0570121,72.8328303,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570118,72.832831,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0570118,72.832831,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0570135,72.8328323,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570135,72.8328323,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0570135,72.8328323,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570135,72.8328323,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570135,72.8328323,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570135,72.8328323,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0571061,72.8328839,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570619,72.8327856,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570216,72.8328006,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570216,72.8328006,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570102,72.8328888,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.07769215,72.83113039,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0571403,72.8329323,Maharashtra
RJio,Indoor,4G,1,Call Dropped,19.0570951,72.8328391,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570951,72.8328391,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.0570145,72.8328774,Maharashtra
RJio,Travelling,4G,4,Satisfactory,19.07769215,72.83113039,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570214,72.8328406,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0571233,72.8329214,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0571251,72.8329285,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0570385,72.8328831,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.16523321,77.32303094,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Travelling,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Call Dropped,-1,-1,NA
Airtel,Indoor,2G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,2G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,2G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,2G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,2G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,2G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,2G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Outdoor,2G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Outdoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,Unknown,1,Call Dropped,-1,-1,NA
Airtel,Outdoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,2G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,2G,1,Call Dropped,-1,-1,NA
Airtel,Outdoor,2G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,2,Call Dropped,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,28.3143335,75.8996858,Haryana
Airtel,Indoor,4G,1,Poor Voice Quality,28.3143335,75.8996858,Haryana
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,2G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,28.3540108,75.8960557,Haryana
Airtel,Indoor,4G,1,Poor Voice Quality,28.3504581,75.8996858,Haryana
Airtel,Indoor,4G,1,Poor Voice Quality,28.3504581,75.8996858,Haryana
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,28.3337925,75.8927364,Haryana
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,28.3540108,75.8960557,Haryana
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,2G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,3G,5,Satisfactory,-1,-1,NA
Vodafone,Travelling,4G,1,Poor Voice Quality,19.2511226,72.85893029,Maharashtra
RJio,Indoor,Unknown,4,Satisfactory,18.50393599,73.9279049,Maharashtra
RJio,Outdoor,4G,3,Poor Voice Quality,18.50393599,73.9279049,Maharashtra
RJio,Outdoor,4G,1,Call Dropped,28.6429049,77.2396218,NCT
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Poor Voice Quality,18.50393599,73.9279049,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,21.51193899,70.45227611,Gujarat
RJio,Indoor,4G,1,Poor Voice Quality,28.5291385,77.2151155,NCT
RJio,Indoor,4G,2,Call Dropped,28.5291385,77.2151155,NCT
RJio,Indoor,4G,1,Poor Voice Quality,28.5291385,77.2151155,NCT
RJio,Indoor,4G,2,Call Dropped,28.5291385,77.2151155,NCT
Idea,Indoor,3G,1,Call Dropped,18.50754636,73.95556806,Maharashtra
Idea,Indoor,3G,1,Poor Voice Quality,18.50762432,73.95532695,Maharashtra
Idea,Indoor,3G,1,Poor Voice Quality,18.50791301,73.95540016,Maharashtra
Airtel,Outdoor,Unknown,1,Call Dropped,31.3096157,75.3293394,Punjab
RJio,Indoor,4G,4,Satisfactory,25.58616788,85.16019825,Bihar
Airtel,Travelling,4G,5,Satisfactory,18.995396,75.7700119,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.01867431,72.84397956,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.01867431,72.84397956,Maharashtra
BSNL,Travelling,3G,3,Satisfactory,17.70890511,83.30835076,Andhra Pradesh
BSNL,Indoor,Unknown,3,Poor Voice Quality,8.88682876,76.5888412,Kerala
Airtel,Indoor,4G,1,Poor Voice Quality,28.45167129,77.05236921,Haryana
Airtel,Outdoor,4G,5,Satisfactory,17.45264122,78.36349576,Telangana
RJio,Outdoor,4G,4,Satisfactory,30.3325061,78.0843342,Uttarakhand
RJio,Indoor,4G,4,Satisfactory,19.0570385,72.8328831,Maharashtra
Airtel,Outdoor,4G,1,Call Dropped,17.2468324,80.1656202,Telangana
Vodafone,Indoor,3G,2,Poor Voice Quality,26.7437828,83.3565889,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.63319117,77.18966141,NCT
Airtel,Travelling,4G,4,Satisfactory,28.60761215,77.23620936,NCT
Vodafone,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Travelling,3G,3,Satisfactory,17.70890511,83.30835076,Andhra Pradesh
RJio,Travelling,4G,1,Poor Voice Quality,20.15578335,85.91261678,Odisha
Vodafone,Travelling,Unknown,1,Poor Voice Quality,28.47392409,77.30866729,Haryana
RJio,Travelling,4G,5,Satisfactory,31.13589727,76.11570272,Punjab
Idea,Indoor,4G,1,Call Dropped,17.644862,75.89452078,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Travelling,4G,1,Poor Voice Quality,19.2511226,72.85893029,Maharashtra
Vodafone,Outdoor,3G,1,Poor Voice Quality,19.2511226,72.85893029,Maharashtra
Idea,Indoor,4G,5,Satisfactory,15.74431373,80.17148285,Andhra Pradesh
Idea,Indoor,4G,5,Satisfactory,15.74424631,80.17150563,Andhra Pradesh
Vodafone,Indoor,4G,2,Poor Voice Quality,12.9484171,77.6895741,Karnataka
Vodafone,Outdoor,4G,5,Satisfactory,28.33971509,77.32279313,Haryana
RJio,Indoor,4G,1,Poor Voice Quality,28.5305277,77.2156892,NCT
Vodafone,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Travelling,4G,5,Satisfactory,31.13589727,76.11570272,Punjab
Airtel,Indoor,Unknown,4,Satisfactory,16.8839943,79.69166902,Telangana
RJio,Travelling,4G,5,Satisfactory,19.01877427,72.84358875,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,30.37371667,78.07425333,Uttarakhand
RJio,Travelling,4G,5,Satisfactory,31.13589727,76.11570272,Punjab
Vodafone,Outdoor,4G,1,Poor Voice Quality,19.2511226,72.85893029,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.16523321,77.32303094,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,13.0449424,80.22663745,Tamil Nadu
Vodafone,Indoor,3G,4,Satisfactory,13.0449424,80.22663745,Tamil Nadu
Vodafone,Indoor,3G,4,Satisfactory,13.0449424,80.22663745,Tamil Nadu
Airtel,Travelling,4G,1,Poor Voice Quality,30.6646587,76.7088786,Punjab
Airtel,Travelling,4G,1,Poor Voice Quality,30.6646525,76.7088805,Punjab
Airtel,Travelling,4G,1,Poor Voice Quality,30.6646579,76.7088813,Punjab
Idea,Indoor,4G,1,Call Dropped,16.87961081,81.96264362,Andhra Pradesh
Idea,Indoor,4G,1,Call Dropped,16.87961081,81.96264362,Andhra Pradesh
Idea,Indoor,4G,1,Call Dropped,16.87961081,81.96264362,Andhra Pradesh
Idea,Indoor,4G,1,Call Dropped,16.87961081,81.96264362,Andhra Pradesh
RJio,Indoor,Unknown,3,Satisfactory,28.68618506,77.36217842,Uttar Pradesh
Airtel,Outdoor,3G,1,Call Dropped,17.2468246,80.1656502,Telangana
RJio,Indoor,4G,2,Call Dropped,19.0661326,72.8653239,Maharashtra
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Travelling,3G,2,Poor Voice Quality,14.20872553,79.87443709,Andhra Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,18.60651065,73.87471741,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Travelling,4G,1,Poor Voice Quality,30.6646525,76.7088805,Punjab
Airtel,Indoor,4G,5,Satisfactory,26.89051968,81.01359837,Uttar Pradesh
Airtel,Indoor,4G,1,Call Dropped,23.01829,72.4712271,Gujarat
Vodafone,Outdoor,4G,1,Poor Voice Quality,19.2511226,72.85893029,Maharashtra
Vodafone,Outdoor,4G,1,Poor Voice Quality,19.2511226,72.85893029,Maharashtra
Vodafone,Outdoor,4G,1,Poor Voice Quality,19.2511226,72.85893029,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,22.29423521,82.02169616,Chhattisgarh
Airtel,Indoor,4G,4,Satisfactory,23.01829,72.4712271,Gujarat
Idea,Indoor,Unknown,2,Poor Voice Quality,18.60651065,73.87471741,Maharashtra
Airtel,Outdoor,4G,1,Poor Voice Quality,17.48116488,78.3209666,Telangana
Airtel,Travelling,4G,5,Satisfactory,19.0042145,75.7559028,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,12.947882,77.7096996,Karnataka
Airtel,Indoor,2G,4,Satisfactory,13.04316276,80.22169439,Tamil Nadu
Vodafone,Indoor,3G,1,Call Dropped,12.94782397,77.70941807,Karnataka
Airtel,Indoor,Unknown,4,Satisfactory,16.8839943,79.69166902,Telangana
RJio,Indoor,4G,3,Satisfactory,24.80403333,82.92981667,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,19.16523321,77.32303094,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,5,Satisfactory,-1,-1,NA
Idea,Indoor,3G,5,Satisfactory,-1,-1,NA
Idea,Indoor,4G,5,Satisfactory,-1,-1,NA
Idea,Indoor,4G,5,Satisfactory,-1,-1,NA
Idea,Indoor,3G,5,Satisfactory,-1,-1,NA
Idea,Indoor,4G,5,Satisfactory,25.6116709,85.1434209,Bihar
Idea,Indoor,3G,5,Satisfactory,25.6116615,85.1434128,Bihar
Idea,Indoor,4G,5,Satisfactory,25.6116711,85.1434028,Bihar
Idea,Indoor,3G,5,Satisfactory,-1,-1,NA
Idea,Indoor,4G,5,Satisfactory,-1,-1,NA
Idea,Indoor,3G,5,Satisfactory,-1,-1,NA
Idea,Indoor,3G,5,Satisfactory,-1,-1,NA
Idea,Indoor,3G,5,Satisfactory,-1,-1,NA
Idea,Indoor,3G,5,Satisfactory,-1,-1,NA
Idea,Indoor,3G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,28.715477,77.20594128,NCT
Vodafone,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,Unknown,5,Satisfactory,19.0661347,72.8653266,Maharashtra
RJio,Indoor,4G,5,Satisfactory,13.0867921,77.6226313,Karnataka
Airtel,Indoor,4G,1,Call Dropped,-1,-1,NA
